,comment_text,severe_toxic
a71d88e15f2c35f7,"""I come here to be among the filth like me. The misogynists, the pedophiles, the transsexuals, the irreligious, the gays, the bi's, the racists, the otakus (and by that, I refer to the dakimakura-owning, waifu-loving dirt of society with posters of 2D anime girls all over the walls. The guy who spends all his money on a better computer and multiple anime figures to litter his walls and shelves). 
 
 I do not come here to listen to how and your girlfriend had a tiff and you want help getting back together. 
 I do not come here to listen to your preaching about how easy it is to lead a normal life. 
 I do not come here to AIM or MSN or otherwise 'chat' with you. 
 I do not come here to listen to your disgusting drivel about how you spend time everyday watching anime with your girlfriend and need a recommendation for another. 
 
 If I wanted any of that shit, I'd go to Lake Howell, or Winter Springs, or Seminole. 
 
 No, I come here to look at pathetic losers post their fantasies about dating their 2D lover. 
 I come here to see pedophiles exchange erotica involving underaged minors. 
 I come here to watch stormfront refugees fabricate various 'evidence' about how other races are inferior to whites. 
 I come here to view the tips and stories given by crackheads addicted to oxy. 
 I come here to revel in the dirt of humanity so that I can feel at home. 
 
 I've already done as best as I possibly can to filter shit out. I can ignore individual words, I can ignore conversations, and various other annoyances taken care of, but it doesn't help nowadays. 
 If I wanted normal, I'd go somewhere else. 
 But you do not understand this desire, and so will respond with """"LULCROOMSIZPRIVATESCHOOL"""" or some other nonsense rather than actually argue for your staying here. 
 
 Fucking normals. 

  

 No, seriously, what's with the influx of normals recently? Everything was nice and good a few months ago, but since about 6 months ago the school has gone straight to shit. Not even """"afterschool Crooms"""" is safe now.  
 
 Are we getting invaded? I don't want to believe that Crooms has fallen this low. The people in this class and many others look like something out of fucking Seminole. 
 
 I'm actually convinced 95% of the people in this class are some clique trying to troll us. It's fucking impossible that there are so many normals actively conversing in this class. It's insane. 
 You waltz in, completely disregard the established school culture, do whatever the fuck you want, call whomever you disagree with """"gay,"""" and you say you are not being selfish? Just kill yourself. The human race can do without people like you. 
 

 I actually worried about this school’s quality. Have you been to any afterschool clubs recently? How about that Gamer’s Club? They are nothing but Facebook-tier normals. Can you imagine what would happen if those people get used to this school? 
 I mean, normals have always been here, but the thing now is that no one says anything. 
 Dozens of conversations are filled with: 
 >""""my friends"""" 
 >emoticon users 
 >""""why are you so mean?"""" 
 >""""gosh, stop trying to fit in"""" 
 >exclamation marks  
 >""""dude, you should get out more"""" 
 >""""so I and my friend"""" 
 >""""this is no sad c"""" 
 >""""lol yeah"""" 
 >""""did you see the new update on facebook? i'm so fucking hype!!!"""" 
 
 And so on. It's sickening 

 

 well, well, well, what have we here another faggot normal (most likely seminole) shitting up the place with his Facebook faggotry. you picked the wrong day to fuck around, asshole. i've just texted the a guidance (we're friends out of school) about this conversation, so he'll be here shortly to deal with the matter, and most likely hand out some sorely needed suspensions. i'm also going to report the conversation (for safe measure), as well as alert the other admins in the guidance office. and just in case you wanna try and pull a fast one, i'm recording the entire conversation for additional proof and e-mailing the super intendant about the matter personally. i'm tired of you stupid fucking dick sniffers pressing out whatever lolrandom faggot shit you want in the fucking tech school. it's time for you assholes to get a reality check, because this shit won't fly for much longer. prepare your anus, you 500 pound pile of shit. your days are fucking numbered 

  
 
 You are so visibly upset, that you need to create shit-talk in our glorious school in an attempt to raise your self worth. 
 
 Come at me you plebian. I am the fucking pinnacle of man, both body and mind. I will attend an Ivy league university, completely payed off by scholarships, with the leftover money used to buy myself a luxury vehicle. My grade point average is perfect point O. After I finish my",1
148551,"""u are a fucking wanker!!!! There was no fucken pakistan or idependent state of pakistan before 1947!! infact most of the """"pakistanis"""" are real indians of the muslim faith which were conerted by the arabs. I hate you people that attempt to leach of indias majestic history before you pakistanis cant get your own food, own laguage ( urdu is at least 50% hindi), own identity and own land. India has given so much land to you, to avoid conflict ad now you want to take away our ancient civilisations??? I have had enough!!! Indus Valley was indian land, occupied by indian people!!! gOD GAVE INDIA TO THE INDIANS NOT THE PAKISTANIS.... REMEMBER, PAKISTAN IS INDIAN LAND.... SO IS KASHMIR AND JAMMU!!!

""",1
a8edd7acc2982ef6,I SUCK YOUR MOM'S DICK!!!!!!HAHAHHAHHAHAAHHA,1
19305,FUCK YOU YOU ASS HOLE! FUCK YOU!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1111,1
6ccceaac60309d0d,"What the fuck are you talking about you stupid son of a bitch??? Same-sex marriage??? You fucking cunt. Fuck you. Fuck your dog, your mama, and FUCK YOU little creep.   Иди нахуй сука Occono pidar naxui",1
104839,Why the fuck do you keep changing it dick,1
110997,"{{unblock}}  BECAUSE BAIL OUT IS THE BEST FUCKIN BAND EVER AND I SHOULD BE ABLE TO WRITE WEHATEVER I WANT ABOUT THEM.  AND I'M SICK OF THIS BLOCKING CRAP!  IF YOU'RE GONNA DO THAT, I WANT A LIFETIME BAN!  BAN!!!!
FUCK YOU NIGGAZ!",1
98714,I added perfectly good critisism about ichigo. It was gr8 work and i spent a lot of time on it so put it back thx,0
b505f2de5de26755,wikepedia suck greesy ass hiars and is a website for faggots to play with there dicks watching otherr peolpe edit shit u stupid fuck whads,1
106067,FFFFFFFFFFFFFFFUUUUUUUUUUUUUUUUUUUUUUUCCCCCCCCCCCCCKKKKKKKKKKKKKKKKKKK YOU YOU BASTARD,1
90354,"""

 WHAT  IN THE FUCK ARE YOU REFERRING TOO 

I HAVE NO IDEA WHAT THE PISS YOU'RE REFERRING TOO, OR WHY YOU BOTHERED TO WRITE ME.  LISTEN I'VE ADDED PLENTY TO THESE PAGE INCLUDING A """"SMASHING"""" ARTICLE ON SMASHED GLADYS...BUT THAT REALLY ISNT ANY OF YOU BUSSINESS NOW IS IT.  IF SOMEBODY HAS A PROBLEM WITH ANYTHING THAT I WROTE THEM I ASSUME THEY CAN CONTACT ME THROUGH REGULAR MEANS WITHOUT YOU HAVING TO """"WIPE THEIR ASS"""" FOR THEM.  IF I CAPITALIZE IT IS NOT MEANT NECCISARYLY AS AN INSULT, AND MOST PEOPLE I WRITE UNDERSTAND THAT.  IN THIS CASE IT IS BECAUSE MY CAPS BUTTON ISNT WORKING FOR SOME REASON.  SO HERES AN IDEA FOR YOU...DONT SHOVE YOUR NOSE IN MY BUSSINESS, I AM CLOSE FREINDS WITH ADMINISTRATOR UNCLEG AND IM SURE HE WOULD HAVE LET ME KNOW IF I DID SOMETHING INNAPPROPRIATE.  TRY INSTEAD TO REMOVE THE PLANK OUT OF YOUR OWN EYE, RATHER THAN BITCHING ABOUT SOMETHING YOU THINK MAY HAVE OFFENED SOMEONE.  I APPRECIATE YOU COMMENTS """,1
21173,Would you like to eat my shit?,1
47487,"It's me, 67.68.39.194, under a new ISP and IP again. That's what I've heard. The hotel thing is just a rumour right now, but he has given eviction notice to the residents, as some weren't paying lot fees, and if they don't vacate in a certain time period, he's demolishing everything regardless. 24.226.21.207",0
131893,"you bitchass trick

your fat ass is full of dogshit,

commie loving, lying, bastardo chink.",1
29179,"Tripolis Massacre

Hecrtoian. Your sick fanatic mind should be deleted from wikipedia. Tripolis massacre is a fact. Soon I'll put in here with GREEK footnotes. Thus, you'll accept it. Are you ashamed of it, or are you just a standart nationalist which, by nature, must oversee some facts. Here in Istanbul there monuments which remind the September 6-7 pogrom. Are there any plates/monuments which remind the turkish population????

Few days ago greek historian Prof. Veremis also accepted the Tripolis masscre. Dirty fashist. You can tespace from truth.",0
151362,fuck u u stupid fagget block me i dare u,1
129648,"please answer me 

so y wont you answer back its a valid question and you keep deleting
i mean this is your talk page right this is the page where your supposed to anser question right so please answer back in stead of just deleting me again",0
147292,"""

 How can u tag the new workgroups using AWB? 

Hi! you are doing excellent jobs. i have seen that u r tagging the new workgroups using AWB. Can u tell me how u r doing this.   TALK2ME """,0
f77b3160efb88139,You are a useless cunt. You send me anymore messages and i'll brick your car and kill your familly you absoulute shitting cunt fuck face.,1
88489,"Dreadstar, LittleMountain5, and some jerk on the Internet are retarded assholes. Dreadstar is a pathetic nerdy little fuck with no prospects for ever meeting a woman he didn't pay for. LittleMountain5 doesn't have to worry about it because he's a flaming fag with an insatiable lust for semen. Some jerk on the Internet is just a sorry piece of shit in general.",1
95586,"Fuck You! 
Go fuck yourself fuckin' bitch! Narrow-minded asshole!",1
9c65205279eac5db,nico is a fuckfaced dick!!!!!!!!!!!!!!!!!!,1
59286,"Hi; I oppose your grounds for removal (personal opinions are what talk pages are for), but I think that they could almost be legitimate targets since the discuss the events, not the article (

it's an encyclopedia. In other words, talk about the article, not about the subject.

please consider at least leaving a note about them and a link to the correct place in the article history.",0
d1d0c9e2567d58f8,"== GAY GAY GAY == 

 GAY FUCKING GAY FUCKING GAY  
 FUCK YOU IN YOUR ASS  
 DEATH TO ALL GAYS DEATH DEATH ALL GAYS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 
 YOUR ARE ALL FUCKING GAYS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1
46469,"Yes, sheeple is what I meant. What affiliations do you refer to?",0
120634,I am very tempted to show you a picture of my four headed penis...,1
84725,Article needs to be louder and funnier.,0
78838,"fuck you! 

how dare you not rsvp me you bitch! i thought we had something, I'm the best thing you'll ever have.",1
24355,YOU'RE A FUCKING LIAR WHO DOESN'T KNOW HOW TO DO HIS JOB,1
109339,Lucasbfr: your mother is a cock slut,1
126496,"clown bastard 

why did you block me you fuckin philistine i suggest you stop oscillating between being a clown and an intellectual and just stick to your puerile image of being a nobody who blows up giraffes whilst you try to pervert little kiddos",1
4f42057338a28863,Look up Freqency Service and Reserve Service.,0
87320,"Konstanty Jung==
1 november 1901- 
105 years old
http://miastolublin.pl/?m=news&d;=17&nr;=6626
Surviving veteran?

==",0
29705,"Are you kidding me?!  Casino Rama has provided hundreds of jobs, and has drastically increased tourism all year round.  Casino Rama is currently being expanded, and a new hotel and recently been built.  It's only getting larger and more important to the Orillian economy.  I should now, I live in this town!",0
158068,"""
I'm a childish comment? Wow, that's pure genius, I must congratulate you on your ability to perpetuate a well known American stereotype. Can I also be so bold as to recommend that when you go to school tomorrow you ask your English teacher to teach you the difference between Your and You're Talk """,0
52400,"Feydey is a complete fucking fag. I saw that he was harassing you and thought to inform you Fedey is a fucking douche bag through and through. That asshole reverts and deletes whatever the fuck he feels like just to make up for his tiny manhood that can't satisfy any partner, male, female, or shemale. Pricks like him should GTFO wikipedia and just curl up and die in their mother's basements, as is the natural order of things.",1
81446,WHERE IS WILMA LEE COOPER AND DOES SHE STILL PREFORM ANY WHERE?,0
73921,"You're wrong 

I am fucking not a vandal. So FUCK OFF!!!",1
26805,I would not use any book originally published by Transaction Publishers.,0
0f502aa9a03ed2a4,"This is the final straw! I don't care about the absurd campaign anymore I am tired of being critisized by you lowlife creeps. I hereby resign from being a wikipedian thanks to you lying evil peices of Cheese. I have decided to start my own website, which I will put on Google and Yahoo!. Eventually it will become popular. I cannot stand this insolence from such supersillious administrators as yourself Please delete my account, 
 unsincerly TJ ex-Bobthedestroyer.",0
125403,"Image copyright problem with Image:F-al-21.jpg

Thank you for uploading Image:F-al-21.jpg. However, it currently is missing information on its copyright status. Wikipedia takes copyright very seriously. It may be deleted soon, unless we can determine the license and the source of the image. If you know this information, then you can add a copyright tag to the image description page.

If you have any questions, please feel free to ask them at the media copyright questions page. Thanks again for your cooperation.",0
2420,FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU,1
115445,BBB is an information nazi,0
129630,FUCK YOU FUCK YOU FUCK YOUa,1
11699,burn in hell motherfucker,1
125479,SHUT THE FUCK UP BITCH U DONT KNOW ME SO I SUGGEST U KEEP UR FUCKIN MOUTH SHUT AND MIND UR OWN BUSINESS U DAMN NERD.,1
113494,"Oral sex 

Lay off the fellatio page, cumshitter.",1
72951,"fuck you 
how about you fuck off you fucking gay cunt and stop fiddling with animals its just plain wrong.",1
93859,"I know but only some stations had it the 11th. The 11th was only a sneak peek and then the season officially started on the 14th. If you look at tv.com it has it listed as the 14th. Also since some stations had there program sechedules messed up, I say lets have it say the 14th. I did get a hold of WGBH and they did say it was a sneak peek. The site just said when the season was kind of starting. Also, the episode aired omn the 11th and then reaired on the 14th with the rest of of season. Lets see what other people say about the date and we can maybe change it but for nw leave it. You seen to be the only person to have a problem with it being the 14.",0
