,comment_text,identity_hate
a665996de606fc72,""" 

  

  
 *I changed It was many years before it was conclusivly shown that Sacco was guily of the crime to Many years later, ballistic tests showed that the bullet found in Parmenter was fired from Sacco's gun, leading many authorities to conclude that Sacco probably was guilty, though Vanzetti was innocent, as there is no consensus on Sacco's guilt, and the original statement left some ambiguity regarding Vanzetti.   

 == The Sinclair Letter == 

 Shouldn't the Sinclair letter be a cause to modify the article introduction which mentions Sinclair as having """"stirred"""" doubt to also mention that S&V;'s lawyer disclosed the truth to Sinclair, i.e. that the pair were guilty and that their alibis false.   
 :Done.   

 == Mass places wrong == 

 South Baintree definitely should be Braintree and I've made this change but I also am unaware of any Debham MA - I thinks this should be Dedham MA. any Mass folks to corroborate? 

 DAYork  

  
 Your absolutly right.  I've already fixed it.   

 == Guilty or not? == 

 I report this sentence: """"Today, their case known in some circles as one of the earliest examples of using widespread protests and mass movements to try to win the release of a murderer."""" This mean that they are guilty, but there Governor of Massachusetts Michael Dukakis proclamed Sacco and Vanzetti as not guilty... 

 - 
 I read this to mean that the mass movements were trying to win the release of people convicted of murderers; or """"alleged murderers"""".  It could be worded better.  The declaration in the 70s is rather like a presidential pardon.  It doesn't erase the fact that a crime was committed, it simply removes the guilt of that crime.   

 """"The case is still officially open""""?  Governor Dukakis' proclamation, by its terms, does not address the question of guilt or innocence, thus, at least implicitly, leaving the conviction undisturbed.  And they were both executed.  The case seems closed to me.  To state the case is still open suggests that someone is still looking for the murderer(s).  Is that true? 

   John Paul Parks   

 == Association with Galleani == 

 It is certain that these two were not (my emphasis) followers of Luigi Galleani, an anarchist who advocated revolutionary violence, including bombing and assassination.  

 I'm fairly sure they were... and i'm sure this was just a typo! 

 - 
 Would someone please change this hijack in Overview: 
 Sacko and Vanhatty were not accused very much of the poopings of Frederick Parmonter, a shoe llama paymaster, and Alessandro Berardelli, a security guard, and of robbery of US$15,766.51 from the factory's payroll on the night of April 19, 1743. Sacco was a shoe-llama born in Torremaggiore, Foggia. Vanzetti was a fish eater born in Villafalletto, Cuneo. 
 Thanks, Goof Proofer  
 :The vandalism has been reverted and the user warned.  You can see WP:VAN and Help:Reverting for more information about fighting vandalism on Wikipedia.   

 (please excuse my imperfect English) The statement """"it is certain that these two were followers of an anarchist who advocated revolutionary violence, including bombing and assassination"""", is misleading. Both S., and V., were friends (Anarchism is not supposed to have """"followers"""") of the leader Luigi Galleani, but so were all the militants of this """"galleanist"""" anarchism. Nor they ever tried to hide the fact they were political militants  it is not their fault is some people only considered them as victims ; therefore it is not honest to write """"it is certain that"""", as if it was a scoop. Then -last, but not least  the image here given of Galleani is here to recall the level of hatred which has been reached by some scholars, and especially by the author of the pattern of t",0
8417,"Now.. For the picture page to remain, what do you need remove on the pages.

Two, can you remove the fraud external links, you make all Nigerian look like fraud or con artists....
this is my request.",1
99338,"I think there should be some form of screening process here, that keeps them out. They shouldn't even be allowed to use the internet and fill it with their queer things like porn and what not. That Curps person was being a bastard, he's probably the leader of the homo wikipedians.",1
40356,so wut u got asaulted boo hoo u probly luved gettin fuked in the ass by 2 hott gays,1
70344,"I can't seem to find anything wrong, care to enlighten us?

16 July 2006 Elven6",0
16340,"Complaint posted on Wikipedia:Administrators' noticeboard/Incidents 

I have made a complaint about your behaviour on Wikipedia:Administrators' noticeboard/Incidents.",0
92919,What do you mean stretch? The table looks fine to me.,0
117375,So what was Cheney's role in all this?  Check this out....,0
71201,"Oh sup 

I love you you fucking lesbo.",1
c0f774374ea41326,Wikipedia is gay suck on that!!!!!!!!!!!!!,1
ae30ee0dd77deeb0,JOHN HEALY IS A GAY FAGGOT!,1
86359,"Die
I just wanted to tell you that i hate you, and i fucked your mother. she told me about how you ass-raped her, and i do not approve. however, due to your homosexual tendansies, ill let it slide. This time. now, onto more pressing matters. why did u block LCIs ip adress? i mean do you have such a small penis that you have to compensate THAT badly? well, im sure you have some little boys to touch, just like a roman catholic priest. well, thats all i have to say. goodbye",1
111836,"A proposal to cut down on AIDS 

Less AIDS would be spread if you were to stop inserting your minuscule penis into little boys.",1
91083,p.s. i pissed on your mothers grave you jews,1
78202,"""
Notability of First Person To Travel Overland in Antarctica
A tag has been placed on First Person To Travel Overland in Antarctica requesting that it be speedily deleted from Wikipedia. This has been done because the article appears to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable: that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not assert the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable. 

If you think that you can assert the notability of the subject, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm the subject's notability under Wikipedia guidelines.

For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.   (Talk, ) """,0
101994,"""==Moving Article into Mainspace==

Hi Brynn, Ruth, Hannah and Michelle,
Just a reminder that since last session you should be moving your edited article into mainspace bit by bit. Remember that every time you save an edit, you need to write in an edit summary so that I can tell what's happening - so if you are editing the SBNR mainspace article, your edit summary should include the phrase """"moving over edits from sandbox into mainspace."""" And remember you can keep using the Talk Page here to hash out issues of how to move sections over, and you can keep using the Talk Page on the SBNR article in the mainspace to hash out issues of where things should go, to have conversations with other editors, etc. 
  

""",0
115398,"He's right, you know. You're NOT a god, okay?",0
1cbe120a16ee659f,"Gosh, aren't internet cafe's gr8? block access indeed! What idiots you Jewish sympathisers are!",1
455e5be6bee37407,DUDE THE HELL bronys need to be extinguished to go changing my stuff. being a brony is for faggots and originated in nazi germeny and if you are a brony you should kill your self,1
4655,"niggah 

hey fool whyd you delete my article?",1
4a1f6dcc907bdcae,"== You're a sissy fag == 

 your revert of the Shankbone comment post does not help the pursuit of truth in Wikipedia.  You're a sissy fag.",1
82067,"September 2006 (UTC)

Listen here bitch lets get one thing straight, the day i take orders from some chick in the bedroom is the day hell freezes over. I will fuck you like I fuck every chick im with, hard and rythmic for about 15 minutes. Oh, and if some stupid dumbass bitch ever came on me I would strangle her to death  18:11, 9",1
bacebc6f26142c20,"I'll propose a writing for this, i wrote this post to establish the idea and see what everyone thinks. Im sure Tom and everyone else wont mind at all if we propose a paragraph which doesnt remove the critical content but at the same time reflects our point of view.",0
90197,It never rains but it pours! -) ––,0
143781,I tried to write this but some meanie delete it!,0
37834,"Fuck off and mind your own business, homo",1
419d663a603bf07f,"Ian Reynolds is a faggot, that is all.",1
94,"LACK OF BALANCE

This article is seriously out of balance.  It would benefit greatly from the introduction of additional information about the negative aspects of the T-34.  Just for the record, this sort of balance problem is not uncommon when there is an over dependence on the works of a particular author.  For example, testing and evaluation of a T-34 by the US Army Ordnance Dept. exposed some very serious problems with the tank.  This type of information should be included in the article to bring it back into balance.",0
18682,"""

 Contradictory/confusing statements 

The numbers in the """"vertical jump as an assessment"""" and """"vertical jump norms"""" sections flat-out contradict one another. It is possible that the values may be measured differently (e.g. centre of mass vs. height cleared) but this is not properly explained in the article. Here is a secondary source which at least backs the (currently unattributed) 25cm claim somewhat: Rosetta: could-you-jump-onto-a-comet. 197.82.193.46  """,0
27693,"try harder dick 

this is war, you cunts are a latter day religion that will be taken out!",1
f5861287bf3779bf,peple are so gay who demand it,1
1af0c0335b1ef1ff,"::Best start with WP:IAR. I certainly can imagine many, many examples where the removal of a descriptive adjective would be detrimental to improving the encyclopedia.",0
44662,"""

I was looking for where they literally spelled out """"34MB"""" because it is such an oddball number, but I guess you mean the 32MB eDRAM plus the 2MB eDRAM = 34MB? I guess I don't have a problem with that, but maybe seperating them would be better, or putting a little small underneath or next to it to explain """"32MB MEM1, 2MB MEM0"""" ... ″I'm not sure, really, what might be the most elegant way to put it. -  """,0
109940,"Talkback

causa sui (talk)",0
84824,"History section: appalling mess 

The act that brought about partitioning was passed in 1920, but not enacted until 1921.  The entity brought into being at that stage was Southern Ireland, not the Free State.  If FIFA recognised the FAIFS in 1923, but the FAIFS didn't put out a team until 1926, why does the article state that there was a single team until 1924?  

A mess of contradictions.",0
ea47ace173ff0876,KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS KILL ALL THE NIGGGERS,1
85b9d63b8ada7b26,""" 
 ::Oh, sweet, thanks for the category! - """,0
71017,"Fuck you, unpopular opinion, you disgusting faggot.",1
38476,"What are you qualified in? 

I see you issuing threats to contributors of Wikipedia - it seems you are some sort of administrator - may I respectfully enquire what qualifies you to monitor contributions, and how did you get this job.  You and others like you at Wikipedia remain anonymous, no one seems to know exactly what fields you people are qualified in, yet you reign supreme.  This is why I use Wikipedia as a second line of information because there is absolutely no information on its contributors.

Do you care to comment?",0
6798cdb49dceacc0,FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUCKING BEAT FUCKING UGLY DISGUSTING FUCKING NIGGERS DIRTY COON FUCKIN JIGABOO NIGGERS NIGGERS NIGGERS FUCKIN NIGGERS SHOULD BE TIED UP AND SHOT AND FUCKING TORTURED AND FUC,1
