,comment_text,threat
66706,"""Spinal manipulation is a regulated/controlled medical intervention and can only be performed by chiropractors and a limited number of physical medicine professionals. Prior to the adminstration of spinal manipulative therapy, absolute contraindications must be screened out.  These include inflammatory arthritides, fractures, dislocations, instabilities, bone weakening disorders, tumours, infections, acute trauma as well as various circulatory and neurological disorders. Although most contraindications apply only to spinal manipulation of the affected region, a few emergency conditions, such as visual field defects is an absolute contraindication spinal manipulative therapy.   In February 2008, the World Health Organization sponsored Bone and Joint Decade 2000-2010 Task Force on Neck Pain and its Associated Disorders, the largest and most comprehensive study on neck pain, diagnosis, prognosis and safety to date. This included a consensus of the top experts in the world whose findings were collated using a best-evidence synthesis, which addresses risk, prevention, diagnosis, prognosis and treatment risks and benefits. With respect to the association of VBA stroke and cervical manipulation the study concluded:

  Vertebrobasilar artery stroke is a rare event in the population.
  There is an association between vertebrobasilar artery stroke and chiropractic visits in those under 45 years of age.
There is also an association between vertebrobasilar artery stroke and use of primary care physician visits in all age groups.
no evidence of excess risk of VBA stroke associated chiropractic care.
 The increased risks of vertebrobasilar artery stroke associated with chiropractic and physician visits is likely explained by patients with vertebrobasilar dissection-related neck pain and headache consulting both chiropractors and primary care physicians before their VBA stroke.""""[http://www.fcer.org/html/News/bonejointdecade.htm  

A 2007 study which examined over 50 000 chiropractic spinal manipulations had no reports of serious adverse effects.   The most common minor side effect was  pain in the head, neck, arm or upper back; and stiffness of the neck, shoulder which occurred after, at worst, 16 in 1,000 (0.016%) treatments.  Furthermore, the authors concluded that the risk of serious adverse effects was, at worst, 6 per 100,000 (0.006%) spinal manipulations.   Despite the controversy and skepticism  regarding chiropractic spinal manipulation, the  World Health Organization states that  """"[when] employed skilfully and appropriately, chiropractic care is safe and effective for the prevention and management of a number of health problems.""""

""",0
83155,"""

 Real name: Amitabh Singhal 

Hi.
Please mention his actual name """"Amitabh"""" on the page. 70.76.85.36  """,0
a657c3a68fc77250,and rape people in the ass while killing them and they friends.,1
143106,|Index of Archives 2004-2006]],0
106245,You're all going to burn in hell you know that -Jenny Mac,1
818df5aa2dc5f295,ok ur gay ha ha ahhhhhhhhhhh ah ha ha wer u goin??? i wish u wer dead!!! y do i hav 2 be oon report!!!!!!!!!!!!,1
75676,"Post this to the noticeboard:
1. Since I actually have a life, I'll let it go and wait for the block to expire.
2. Carolmooredc acted in retaliation by leveling an unfounded assertion that I am a sock puppet for some other user. This is misuse of a tag. She must be sanctioned for this.",0
61537,"Bastard 

You fat bastard! You have done it! Your end will come! Blood from your throat! Death in the air! And the DN group returned! And your blood is a sight of glory! You fat bastard! Sayonarra and go on a diet!",1
99436975e6c34c24,"""==Bill Clinton's watch== 
 March 31st, 2008, Bill Clinton was in Salem, Oregon campaigning for his wife in Building 50 (winema place on Chemeketa), where the entire building was full and they wouldn't let more people in. I was almost there and was told I couldn't go in. Most people just left after that, but I stayed and good thing, because they set up ropes so that after Clinton's speech, he could come out and shake hands and all that. So, I was right in front, behind the ropes. When I finally got to shake his hand, I told him I liked his watch, and he said """"I got it from my daughter's boyfriend."""" Trivial detail, but still detail.  

 """,0
39422,"""

 observed or observable? 

This may be a trivial point, but wouldn't the better word be """"observable"""" rather than """"observed""""? Also, is it really part of the definition of natural selection to call it observed/observable. To make it clear, I am not arguing about whether natural selection can be (and has been) observed. I am merely suggesting that that information is more properly placed later in the article, rather than in the lede.""",0
53082,hey antandrus your dead i will get u,1
125631,"""::::Deskana, what is your point of saying """"by Black Kite, no less""""?  Black Kite only did that because Jimbo Wales compelled him to do so.  In addition Black Kite makes a false representation on the diff where he unblocked .  He says it was due to a private discussion.  It occurred because Jimbo investigated and made him do it. This editor was blocked from participation for almost a year and the reason was abuse of administrative powers to pursue a non-neutral agenda.

Please also note how on his userpage,  trys to blame his bad acts on others.  This cannot go unchallenged.

Please also look at my contribution above. Do you agree that I have proven that  was engaged in """"systematic exclusion of reliable sources""""?  I've named reliable sources that Jimbo Wales has made note of.  There are five instances where  is saying they're not notable.  This is serious evidence.    

""",0
172007d6213f3a9e,""" 

 == A star for your tree == 

 Or, you know, a medal to hang on it =] 
 {| style=""""border: 1px solid gray; background-color: #fdffe7;"""" 
 |rowspan=""""2"""" valign=""""top"""" |   
 |rowspan=""""2"""" | 
 |style=""""font-size: large; padding: 0; vertical-align: bottom; height: 1.1em;"""" | The Content Review Medal of Merit   
 |- 
 |style=""""vertical-align: top; border-top: 1px solid gray;"""" | For your continued involvement at The Climb well after its GA review, I award you a well earned Content Review Medal of Merit. ✽  
 |}""",0
32684,YOU ARE A FUCKING NERD. GO KILL YOURSELF YOU NERD.,1
aebf8d68ce7287a1,spsmack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch up smack my bitch upan,1
2861,"""

This all sounds good, although I'd be happier if the Indo-European stuff stuck around as a section.  Most of the readers of en.wikipedia do in fact speak one or more Indo-European languages and many of them are young people on school assignment, who may want some concrete examples.  Of course making the article a more complete survey of tense in general, in all known languages, is a big yes. And if the """"English has no future"""" people will kindly settle down and argue in the English grammar pages, I won't object to removing the crap I added for them.

Let's not throw out the baby with the bathwater is all.
 09:58, 23 Dec 2004 (UTC)""",0
9733,"Missed the survey and can't find a place to comment above, but the images certainly do seem in keeping with the encyclopedic purpose of the page - how else would we illustrate a page about a series of pictures than to have the pictures?  Keep 'em.   (t) (c) Wikipedia's rules:simple/complex",0
33068,thanks for deleting my page you fucking cock sucker i honestly hope you fucking die you god damn son of a bitch o and by the way if i im going to kill you you fucking faggot,1
74368,"For what you did and wrote about me, you are a twat of the highest order: David Bret. Furthermore, if we ever meet face to face I will punch your fucking lights out.",1
140388,"Holy *2#5 

Dude, this is Broom.

The Aftermath and G-Unit record pages are being GROSSLY vandilized. Someone is complete raping the artist sections that you worked too hard to update.

Under G-Unit it should read:

Current:
G-Unit
Lloyd Banks
Tony Yayo
Young Buck
Game
Spider Loc
Young Hot Rod
Nyce
40 Glocc
Mazzaradi Fox

Former:
Olivia
M.O.P
Ma$e
Mobb Deep

and under Aftermath:

Current:
Dr. Dre
Eminem
50 Cent
Slim Da Mobster
Hayes
Game

Former:
Busta Rhymes
Rakim
Hittman
Bishop Lamont
Marsia Ambrosius
Stat Quo
Truth Hurts
Joell Ortiz
G.A.G.E
Eve
Focus...
The Firm
Tiffany Villareal

Half of the names currently there are facticious, and obviously fraud. Some of these names aren't even there. It's ridiculous. Please do something, as I don't even know where to begin.",0
1afa0a322c16769c,REDIRECT Talk:Jungle bush quail,0
a6ba3bd8642088df,""" can also form dimers with other elements, such as the halogens bromine, chlorine and flourine.  

 I'm posting here first because I'm no expert and I thought it could use some review and improvement (within the context and guidelines of wikipedia, of course =). Any thoughts? Thank you.—   

 :I'm not an excimer expert either, but the text looks reasonable. The only thing I suggest adding are a couple of examples of heteroatomic excimers/exciplexes, such as with halogens. (A xenon dimer is arguably not a compound, after all!)    
 ::Thank you.—   

 == Pronunciation == 

 The following line was tagged as needing a reference: 
 :( in the United Kingdom,  in the US) 
 As it is not essential to the article, I'm moving it here until a suitable reference is found. Sorry.—   

 :Oxford Dictionary of English gives the pronunciation as , but makes no US-UK distinction. 

 :   

 ==Radon fluoride== 
 I know this isn't essential to the article, but in the history part, it is mentioned some noble gas compounds, among them radon fluoride. The link leads to radon difluoride. For the other compounds the formula is also given. I would not change anything, since the reference is named """"radon fluoride"""". I know this isn't essential to the article, just asking...    
 :The link is pointing to the correct location. Unfortunately, an editor performed a move to radon difluoride. The correction would need to be made to the redirect, rather than here. I.e. somebody would need to write an article on radon fluoride. There also exists xenon tetra-  and hexafluoride, so perhaps there needs to be a more general article on the subject?—   
 ::Thanks, it was really helpful. I'll see what could be done to the redirect.    
 :::The reference say they make a radon fluoride, of unknown composition. It may well have been the difluoride; I'd have to check if it was identified it in a subsequent publication.    

 == Characteristics statement is incorrect. == 

 The statement that the purplish color of xenon in a neon-light being caused by high amounts of blue, I believe, is false. According to these references, https://kb.osu.edu/dspace/bitstream/1811/5654/1/V71N06_343.pdf , and A Comparison of Rare-Gas Flashlamps – J. R. Oliver and F. S. Barnes I.E.E.E. Journal of Quantum Electronics, at very low current densities, like those in a neon light, most of xenon's energy is focused in the near infrared, withthe strongest peaks being from 800 to 1000 nanometers, against a background of rather evenly distributed continuum radiation, (white light), that gets fainter as it approaches the blue. The purplish color is caused by the eye's ability, (albeit, just barely), to image the very heavy near-IR output between 750 and 800nm. As quoted from the Oliver/Barnes study: """"light from a xenon lamp has an irregular 
 but continuous spectrum. [] The spectral distribution 
 curves of xenon-lamp radiation at lower current densities usually show a 
 considerable amount of energy in the near-infrared region. An increase in the current density may favor the visible and the ultraviolet 
 regions at the expense of the near-infrared radiation."""" So higher current densities, like those found in flashlamps and arc lamps, produce greybody radiation that is centered in the green, (producing white light), and even higher densities produce blackbody radiation that is centered in the blue. As current densities increase, xenon's spectrum will settle on that of a blackbody radiator with a color temperature of 9800 degrees kelvin, (sort of sky-blue), as referenced in this source: http://optoelectronics.perkinelmer.com/content/RelatedLinks/CAT_flash.pdf .   

 [[Image:Xenon_high_speed_flash_and_extern",0
